Common_Name,Scientific_Name,Habitat,Location_Type,Plot_Name,Admin_Unit,Year,Date,Month,Month_Name,Season,Start_Time,Start_Hour,End_Time,Sex,Distance,Temperature,Humidity,Sky,Wind,Disturbance,PIF_Watchlist_Status,Regional_Stewardship_Status,AOU_Code,Observer,Visit,Interval_Length,ID_Method,Flyover_Observed,Taxon_Code
Acadian Flycatcher,Empidonax virescens,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,ACFL,Kimberly Serno,1,0-2.5 min,Singing,False,85824.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,ACFL,Kimberly Serno,1,0-2.5 min,Singing,False,85824.0
American Goldfinch,Spinus tristis,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMGO,Kimberly Serno,1,5 - 7.5 min,Singing,False,95300.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,BGGN,Kimberly Serno,1,2.5 - 5 min,Calling,False,88038.0
Brown-headed Cowbird,Molothrus ater,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,BHCO,Kimberly Serno,1,5 - 7.5 min,Calling,False,94215.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CARW,Kimberly Serno,1,2.5 - 5 min,Singing,False,88350.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,EAWP,Kimberly Serno,1,0-2.5 min,Singing,False,85846.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,ETTI,Kimberly Serno,1,2.5 - 5 min,Singing,False,266957.0
Hairy Woodpecker,Picoides villosus,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,HAWO,Kimberly Serno,1,7.5 - 10 min,Calling,False,85739.0
Indigo Bunting,Passerina cyanea,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,INBU,Kimberly Serno,1,5 - 7.5 min,Singing,False,94257.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,NOCA,Kimberly Serno,1,0-2.5 min,Singing,False,94228.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,RBWO,Kimberly Serno,1,7.5 - 10 min,Calling,False,84865.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,RBWO,Kimberly Serno,1,7.5 - 10 min,Calling,False,84865.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,REVI,Kimberly Serno,1,5 - 7.5 min,Singing,False,93587.0
Yellow-throated Vireo,Vireo flavifrons,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,50 - 100 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,YTVI,Kimberly Serno,1,7.5 - 10 min,Singing,False,93573.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,ANTI-0092,ANTI,2018,2018-05-24,5,May,Spring,07:09:00,7,07:19:00,Undetermined,<= 50 Meters,14.0,87.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,EAWP,Kimberly Serno,1,0-2.5 min,Singing,False,85846.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CARW,Brian Swimelar,1,7.5 - 10 min,Singing,False,88350.0
Song Sparrow,Melospiza melodia,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,SOSP,Brian Swimelar,1,2.5 - 5 min,Singing,False,85643.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,RBWO,Brian Swimelar,1,7.5 - 10 min,Calling,False,84865.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,NOCA,Brian Swimelar,1,0-2.5 min,Calling,False,94228.0
Mourning Dove,Zenaida macroura,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,MODO,Brian Swimelar,1,0-2.5 min,Singing,False,82737.0
Indigo Bunting,Passerina cyanea,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,50 - 100 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,INBU,Brian Swimelar,1,0-2.5 min,Singing,False,94257.0
Grasshopper Sparrow,Ammodramus savannarum,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,50 - 100 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,GRSP,Brian Swimelar,1,0-2.5 min,Singing,False,83867.0
Field Sparrow,Spizella pusilla,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,FISP,Brian Swimelar,1,0-2.5 min,Singing,False,84790.0
Chipping Sparrow,Spizella passerina,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,50 - 100 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CHSP,Brian Swimelar,1,0-2.5 min,Singing,False,84781.0
Carolina Chickadee,Poecile carolinensis,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,CACH,Brian Swimelar,1,5 - 7.5 min,Singing,False,265876.0
Brown-headed Cowbird,Molothrus ater,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BHCO,Brian Swimelar,1,5 - 7.5 min,Singing,False,94215.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BGGN,Brian Swimelar,1,2.5 - 5 min,Calling,False,88038.0
Barn Swallow,Hirundo rustica,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,Unknown,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BARS,Brian Swimelar,1,5 - 7.5 min,Visualization,True,87409.0
American Goldfinch,Spinus tristis,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,AMGO,Brian Swimelar,1,2.5 - 5 min,Singing,False,95300.0
Chipping Sparrow,Spizella passerina,Forest,Forest,ANTI-0190,ANTI,2018,2018-05-24,5,May,Spring,08:34:00,8,08:44:00,Undetermined,<= 50 Meters,27.2999992370605,52.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CHSP,Brian Swimelar,1,2.5 - 5 min,Singing,False,84781.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,ACFL,Brian Swimelar,1,0-2.5 min,Singing,False,85824.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,<= 50 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,ACFL,Brian Swimelar,1,7.5 - 10 min,Singing,False,85824.0
American Goldfinch,Spinus tristis,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMGO,Brian Swimelar,1,5 - 7.5 min,Singing,False,95300.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,BGGN,Brian Swimelar,1,0-2.5 min,Calling,False,88038.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,<= 50 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,BGGN,Brian Swimelar,1,2.5 - 5 min,Calling,False,88038.0
Chipping Sparrow,Spizella passerina,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,CHSP,Brian Swimelar,1,0-2.5 min,Singing,False,84781.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,ETTI,Brian Swimelar,1,0-2.5 min,Singing,False,266957.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,RBWO,Brian Swimelar,1,5 - 7.5 min,Calling,False,84865.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,<= 50 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,ACFL,Brian Swimelar,1,2.5 - 5 min,Singing,False,85824.0
Pileated Woodpecker,Dryocopus pileatus,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,<= 50 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,PIWO,Brian Swimelar,1,0-2.5 min,Visualization,False,84833.0
American Crow,Corvus brachyrhynchos,Forest,Forest,ANTI-0194,ANTI,2018,2018-05-24,5,May,Spring,07:22:00,7,07:32:00,Undetermined,50 - 100 Meters,23.7999992370605,57.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,AMCR,Brian Swimelar,1,0-2.5 min,Calling,False,87106.0
Indigo Bunting,Passerina cyanea,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,50 - 100 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,INBU,Brian Swimelar,1,0-2.5 min,Singing,False,94257.0
Pileated Woodpecker,Dryocopus pileatus,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,50 - 100 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,PIWO,Brian Swimelar,1,0-2.5 min,Calling,False,84833.0
Pileated Woodpecker,Dryocopus pileatus,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,<= 50 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,PIWO,Brian Swimelar,1,0-2.5 min,Visualization,False,84833.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,<= 50 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,RBWO,Brian Swimelar,1,0-2.5 min,Calling,False,84865.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,<= 50 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EAWP,Brian Swimelar,1,5 - 7.5 min,Singing,False,85846.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,50 - 100 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EATO,Brian Swimelar,1,2.5 - 5 min,Calling,False,83803.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,50 - 100 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EAWP,Brian Swimelar,1,0-2.5 min,Singing,False,85846.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,ANTI-0200,ANTI,2018,2018-05-24,5,May,Spring,09:53:00,9,10:03:00,Undetermined,50 - 100 Meters,26.2000007629395,68.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,NOCA,Brian Swimelar,1,0-2.5 min,Calling,False,94228.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,RBWO,Brian Swimelar,1,0-2.5 min,Calling,False,84865.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,REVI,Brian Swimelar,1,0-2.5 min,Singing,False,93587.0
Wood Thrush,Hylocichla mustelina,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,50 - 100 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,True,WOTH,Brian Swimelar,1,2.5 - 5 min,Singing,False,87156.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,50 - 100 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,RBWO,Brian Swimelar,1,7.5 - 10 min,Calling,False,84865.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,RBWO,Brian Swimelar,1,5 - 7.5 min,Calling,False,84865.0
Indigo Bunting,Passerina cyanea,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,INBU,Brian Swimelar,1,5 - 7.5 min,Singing,False,94257.0
Indigo Bunting,Passerina cyanea,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,INBU,Brian Swimelar,1,0-2.5 min,Singing,False,94257.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,ETTI,Brian Swimelar,1,5 - 7.5 min,Singing,False,266957.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,EAWP,Brian Swimelar,1,0-2.5 min,Singing,False,85846.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,CARW,Brian Swimelar,1,0-2.5 min,Calling,False,88350.0
Pileated Woodpecker,Dryocopus pileatus,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,50 - 100 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,PIWO,Brian Swimelar,1,2.5 - 5 min,Calling,False,84833.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,50 - 100 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,ACFL,Brian Swimelar,1,2.5 - 5 min,Singing,False,85824.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,NOCA,Brian Swimelar,1,0-2.5 min,Singing,False,94228.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,ANTI-0206,ANTI,2018,2018-05-24,5,May,Spring,10:10:00,10,10:20:00,Undetermined,<= 50 Meters,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,NOCA,Brian Swimelar,1,5 - 7.5 min,Visualization,False,94228.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,ANTI-0207,ANTI,2018,2018-05-24,5,May,Spring,10:27:00,10,10:37:00,Undetermined,<= 50 Meters,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EAWP,Brian Swimelar,1,0-2.5 min,Singing,False,85846.0
Pileated Woodpecker,Dryocopus pileatus,Forest,Forest,ANTI-0207,ANTI,2018,2018-05-24,5,May,Spring,10:27:00,10,10:37:00,Undetermined,<= 50 Meters,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,PIWO,Brian Swimelar,1,0-2.5 min,Calling,False,84833.0
